27000,50,1.44,2003
4000,70,1.89,2003
215000,70,1.43,2003
6000,40,1.52,2003
140000,67,1.4,2003
25000,57,1.28,2003
7000,83,1.96,2003
6000,37,1.68,2003
58000,56,1.46,2003
8000,47,1.89,2003
74000,77,1.47,2003
39000,81,1.41,2003
12000,87,1.41,2004
32000,55,1.11,2004
40000,57,0.87,2004
390000,45,1.05,2004
23000,80,1.35,2004
205000,98,1.02,2004
63000,49,1.2,2004
8000,96,1.59,2004
1.00E+05,63,1.02,2004
7000,55,1.86,2004
7000,59,1.47,2004
35000,67,1.06,2004
14000,80,1.18,2004
5000,56,1.96,2004
35000,98,0.79,2004
7000,31,1.28,2004
65000,67,1.16,2004
135000,75,1.08,2004
18000,65,0.79,2004
16000,41,1.36,2004
140000,77,1.08,2004
51000,89,1.01,2004
14000,55,1.78,2004
12000,27,1.4,2004
8000,44,1.19,2004
64000,67,1.36,2004
9000,40,1.93,2004
390000,78,1.05,2004
16000,58,1.53,2004
42000,54,1.21,2004
30000,54,1.42,2004
215000,105,1.01,2004
6000,54,1.73,2004
116000,76,0.97,2004
24000,70,1.1,2004
6000,68,1.51,2004
7000,38,2.1,2004
56000,63,0.98,2004
9000,55,1.41,2004
68000,86,1.19,2004
39000,75,1.1,2004
13000,66,1.02,2005
36000,50,1.04,2005
36000,69,0.97,2005
4.00E+05,75,0.86,2005
28000,70,0.97,2005
160000,86,0.87,2005
59000,49,0.89,2005
9000,131,1.43,2005
95000,37,0.8,2005
8000,85,1.84,2005
8000,64,1.18,2005
28000,88,1.21,2005
16000,50,1.05,2005
5000,50,2.08,2005
35000,97,0.72,2005
8000,26,1.66,2005
65000,68,0.94,2005
120000,74,0.9,2005
16000,80,0.67,2005
15000,50,1.22,2005
130000,67,0.86,2005
40000,68,0.87,2005
12000,46,3.11,2005
12000,32,1.2,2005
7000,49,1.03,2005
59000,73,1.34,2005
10000,54,1.88,2005
370000,91,0.83,2005
15000,69,1.4,2005
39000,42,1.08,2005
28000,56,1.12,2005
220000,79,0.83,2005
7000,55,1.67,2005
84000,71,0.86,2005
24000,45,0.95,2005
6000,91,1.12,2005
8000,37,2.2,2005
51000,55,1.01,2005
8000,51,1.29,2005
64000,83,1.14,2005
40000,56,0.89,2005
11000,72,1.21,2006
30000,65,0.91,2006
32000,76,0.89,2006
380000,52,0.97,2006
36000,75,1.04,2006
170000,81,1,2006
63000,74,1.2,2006
10000,93,1.21,2006
95000,44,0.97,2006
10000,66,2.14,2006
7000,54,1.58,2006
26000,84,1.37,2006
14000,55,1.17,2006
5000,56,2.19,2006
30000,90,0.9,2006
11000,23,1.6,2006
72000,55,1.15,2006
125000,80,0.94,2006
14000,98,0.93,2006
15000,46,0.98,2006
132000,79,0.95,2006
47000,73,0.93,2006
9000,37,3.62,2006
9000,36,1.14,2006
7000,48,1.19,2006
58000,64,1.3,2006
10000,50,1.57,2006
350000,74,0.91,2006
14000,56,1.4,2006
46000,48,1.05,2006
28000,40,1.63,2006
225000,47,0.94,2006
7000,55,1.84,2006
82000,70,0.89,2006
26000,50,0.98,2006
6000,56,1.2,2006
8000,42,2.2,2006
49000,52,1.24,2006
6000,42,2.02,2006
64000,93,1.12,2006
39000,85,0.98,2006
11000,56,1.49,2007
30000,64,1.26,2007
28000,80,0.95,2007
340000,40,1.04,2007
31000,51,1.15,2007
160000,71,0.99,2007
60000,58,1.19,2007
10000,92,1.7,2007
92000,41,1.15,2007
9000,63,2.49,2007
8000,53,1.5,2007
26000,81,1.31,2007
14000,40,1.18,2007
4000,61,2.12,2007
29000,89,1.08,2007
9000,26,1.32,2007
72000,64,1.19,2007
130000,68,1.04,2007
15000,92,0.91,2007
14000,46,1.12,2007
135000,68,0.99,2007
45000,49,1.03,2007
10000,28,2.99,2007
9000,57,1.96,2007
6000,59,1.42,2007
53000,57,1.38,2007
12000,45,2.49,2007
420000,74,0.96,2007
14000,61,1.77,2007
46000,43,1.31,2007
25000,42,1.7,2007
255000,52,1.02,2007
7000,65,1.99,2007
105000,82,0.96,2007
28000,42,1.13,2007
5000,64,1.7,2007
6000,46,2.43,2007
46000,44,1.25,2007
6000,48,2.09,2007
60000,84,1.22,2007
43000,80,1,2007
9000,66,1.9,2008
25000,64,1.26,2008
28000,75,1.35,2008
360000,51,1.39,2008
27000,45,1.51,2008
150000,79,1.32,2008
65000,71,1.52,2008
10000,90,1.59,2008
90000,40,1.46,2008
8000,56,2.59,2008
7000,67,1.68,2008
24000,62,1.58,2008
10000,61,1.55,2008
4000,39,2.44,2008
40000,77,1.36,2008
7000,42,1.57,2008
71000,73,1.44,2008
122000,78,1.39,2008
14000,98,1.3,2008
11000,53,1.68,2008
134000,70,1.37,2008
36000,67,1.45,2008
10000,29,1.42,2008
9000,40,1.62,2008
6000,48,1.48,2008
50000,70,1.65,2008
12000,52,2.18,2008
4.00E+05,90,1.36,2008
14000,53,1.68,2008
50000,43,1.41,2008
23000,48,1.65,2008
225000,95,1.34,2008
7000,61,2.09,2008
77000,64,1.34,2008
28000,48,1.57,2008
5000,66,2.2,2008
6000,42,2.42,2008
49000,44,1.51,2008
6000,43,2.16,2008
58000,80,1.5,2008
39000,61,1.37,2008
9000,50,1.86,2009
20000,52,1.45,2009
24000,57,1.42,2009
355000,33,1.39,2009
28000,53,1.43,2009
170000,68,1.42,2009
65000,41,1.47,2009
10000,95,1.76,2009
103000,46,1.52,2009
8000,34,2.55,2009
9000,32,2.02,2009
26000,42,1.6,2009
9000,63,1.85,2009
5000,35,2.71,2009
37000,103,1.36,2009
6000,50,1.95,2009
66000,60,1.55,2009
122000,65,1.44,2009
14000,104,1.32,2009
11000,47,1.99,2009
146000,70,1.46,2009
48000,56,1.46,2009
11000,32,2.36,2009
7000,60,1.59,2009
45000,65,1.93,2009
11000,45,2.57,2009
450000,77,1.38,2009
11000,50,2.81,2009
55000,34,1.54,2009
21000,40,2.03,2009
270000,66,1.42,2009
7000,51,2.37,2009
89000,63,1.39,2009
26000,38,1.46,2009
5000,49,2.01,2009
6000,39,3.45,2009
62000,44,1.58,2009
5000,37,2.6,2009
63000,60,1.58,2009
37000,48,1.43,2009
9000,54,2.4,2010
24000,77,1.52,2010
25000,60,1.47,2010
410000,67,1.55,2010
34000,56,1.52,2010
2.00E+05,69,1.56,2010
55000,46,1.67,2010
10000,77,2.75,2010
97000,27,1.61,2010
9000,41,2.78,2010
10000,43,2.23,2010
27000,49,1.92,2010
9000,52,2.02,2010
5000,67,2.72,2010
36000,80,1.5,2010
5000,41,2.05,2010
71000,58,1.67,2010
128000,66,1.55,2010
16000,98,1.44,2010
11000,52,1.8,2010
157000,74,1.58,2010
41000,55,1.51,2010
13000,35,1.9,2010
7000,66,1.58,2010
45000,64,1.96,2010
13000,46,2.66,2010
510000,91,1.5,2010
18000,62,2.28,2010
59000,39,1.63,2010
30000,37,2.13,2010
265000,58,1.51,2010
8000,63,2.5,2010
1.00E+05,72,1.51,2010
26000,30,1.53,2010
4000,65,3.1,2010
5000,37,3.32,2010
71000,37,1.57,2010
5000,40,2.39,2010
64000,64,1.68,2010
34000,36,1.59,2010
9000,50,2.51,2011
23000,53,1.55,2011
22000,64,1.62,2011
370000,48,1.65,2011
31000,55,2,2011
180000,61,1.68,2011
65000,43,1.65,2011
9000,74,3.65,2011
87000,36,1.78,2011
7000,50,3.9,2011
8000,51,2.14,2011
25000,62,1.96,2011
7000,44,2.15,2011
4000,39,3.17,2011
36000,77,1.67,2011
4000,30,1.98,2011
74000,64,1.81,2011
120000,53,1.63,2011
18000,115,1.53,2011
8000,43,2.14,2011
145000,92,1.7,2011
41000,59,1.75,2011
11000,41,3.7,2011
7000,56,1.69,2011
49000,56,1.96,2011
14000,62,2.83,2011
460000,71,1.67,2011
15000,66,2.34,2011
60000,34,1.68,2011
24000,44,2.55,2011
250000,66,1.7,2011
7000,44,2.93,2011
78000,58,1.78,2011
23000,39,1.75,2011
4000,43,2.31,2011
4000,40,4.07,2011
71000,38,1.93,2011
4000,53,2.57,2011
57000,63,1.89,2011
35000,54,1.72,2011
8000,54,2.47,2012
22000,46,1.79,2012
25000,63,1.98,2012
330000,35,1.94,2012
25000,48,2.07,2012
193000,64,1.84,2012
59000,51,1.92,2012
10000,75,4.15,2012
92000,32,1.63,2012
7000,61,3.55,2012
8000,59,2.54,2012
37000,61,2.17,2012
6000,55,2.28,2012
5000,51,3.15,2012
41000,86,1.83,2012
4000,34,2.39,2012
73000,57,2.03,2012
125000,67,1.92,2012
18000,118,1.77,2012
7000,53,2.8,2012
145000,52,1.95,2012
43000,65,1.93,2012
14000,33,1.97,2012
5000,52,3.39,2012
51000,51,2.23,2012
13000,39,3.76,2012
480000,69,1.92,2012
18000,60,2.46,2012
60000,32,2.16,2012
16000,60,2.57,2012
260000,63,1.95,2012
6000,61,2.93,2012
92000,52,2,2012
25000,38,1.87,2012
4000,60,2.39,2012
4000,41,3.77,2012
62000,41,2.38,2012
6000,48,2.91,2012
60000,69,2.05,2012
50000,51,1.87,2012
