16000,71,0.72,1998
55000,60,0.64,1998
53000,65,0.59,1998
450000,83,0.62,1998
27000,72,0.7,1998
230000,98,0.64,1998
75000,56,0.69,1998
8000,118,0.77,1998
120000,50,0.65,1998
9000,71,1.19,1998
9000,92,0.85,1998
50000,78,0.7,1998
16000,46,0.87,1998
3000,50,1.4,1998
41000,111,0.59,1998
10000,26,0.69,1998
7000,44,1.1,1998
80000,85,0.66,1998
140000,79,0.65,1998
18000,86,0.58,1998
23000,66,0.76,1998
115000,122,0.64,1998
64000,70,0.86,1998
10000,46,1.65,1998
11000,49,0.76,1998
14000,55,0.76,1998
65000,80,0.7,1998
8000,59,1.38,1998
230000,128,0.63,1998
18000,78,0.83,1998
4000,51,1.24,1998
50000,45,0.9,1998
26000,66,0.8,1998
225000,95,0.64,1998
7000,64,1.32,1998
91000,77,0.62,1998
30000,58,0.65,1998
6000,64,0.85,1998
8000,37,1.33,1998
58000,51,0.64,1998
6000,55,1.14,1998
89000,91,0.72,1998
46000,60,0.68,1998
17000,68,0.56,1999
52000,62,0.62,1999
52000,89,0.53,1999
465000,60,0.55,1999
27000,76,0.68,1999
228000,102,0.53,1999
65000,51,0.64,1999
8000,80,0.8,1999
120000,48,0.59,1999
9000,66,1.15,1999
10000,81,0.9,1999
40000,65,0.65,1999
13000,67,1.11,1999
3000,50,1.24,1999
48000,114,0.49,1999
14000,22,0.83,1999
6000,46,1.64,1999
73000,85,0.66,1999
145000,82,0.61,1999
18000,73,0.54,1999
24000,65,0.68,1999
122000,70,0.6,1999
58000,77,0.61,1999
9000,45,1.54,1999
10000,44,0.57,1999
15000,52,0.77,1999
69000,70,0.66,1999
9000,46,1.62,1999
255000,105,0.59,1999
20000,74,0.72,1999
6000,45,1.34,1999
45000,57,0.8,1999
28000,60,0.76,1999
224000,104,0.6,1999
8000,51,1.3,1999
108000,81,0.64,1999
26000,45,0.68,1999
6000,66,0.63,1999
7000,35,1.17,1999
52000,50,0.6,1999
6000,39,1.09,1999
80000,75,0.68,1999
37000,72,0.61,1999
16000,78,0.59,2000
40000,59,0.73,2000
52000,93,0.57,2000
440000,70,0.59,2000
29000,60,0.62,2000
232000,105,0.54,2000
55000,57,0.63,2000
7000,112,0.82,2000
1.00E+05,47,0.52,2000
8000,61,1.17,2000
8000,65,1.03,2000
30000,67,0.68,2000
15000,68,0.91,2000
4000,48,1.35,2000
43000,94,0.52,2000
11000,21,0.75,2000
6000,46,1.14,2000
72000,75,0.6,2000
150000,90,0.57,2000
17000,72,0.69,2000
23000,75,0.6,2000
124000,88,0.59,2000
50000,87,0.59,2000
10000,35,1.45,2000
11000,35,0.61,2000
15000,64,0.72,2000
58000,80,0.55,2000
11000,49,1.43,2000
3.00E+05,115,0.57,2000
18000,65,0.79,2000
7000,35,1.26,2000
48000,51,0.66,2000
25000,45,0.76,2000
235000,121,0.58,2000
9000,61,1.43,2000
105000,79,0.57,2000
24000,41,0.6,2000
7000,59,0.68,2000
7000,42,1.5,2000
52000,54,0.58,2000
7000,54,1.22,2000
84000,90,0.68,2000
39000,93,0.59,2000
14000,73,0.72,2001
43000,59,0.72,2001
50000,98,0.65,2001
460000,61,0.69,2001
26000,55,0.71,2001
220000,100,0.64,2001
55000,57,0.7,2001
8000,87,0.87,2001
1.00E+05,46,0.67,2001
6000,76,1.58,2001
7000,76,0.92,2001
33000,51,0.75,2001
13000,51,0.96,2001
4000,78,1.41,2001
45000,106,0.6,2001
11000,20,0.79,2001
4000,46,1.6,2001
76000,60,0.81,2001
135000,81,0.65,2001
17000,66,0.89,2001
22000,61,0.71,2001
136000,102,0.67,2001
43000,48,0.72,2001
9000,50,2.14,2001
11000,34,0.85,2001
10000,70,0.66,2001
53000,70,0.79,2001
13000,44,1.48,2001
280000,96,0.69,2001
18000,81,1.01,2001
4000,47,1.43,2001
44000,44,0.74,2001
26000,57,0.92,2001
7000,40,0.79,2001
235000,65,0.71,2001
8000,59,1.39,2001
97000,79,0.65,2001
23000,38,0.65,2001
7000,81,0.92,2001
9000,52,1.26,2001
48000,52,0.72,2001
7000,65,1.42,2001
67000,81,0.82,2001
38000,77,0.65,2001
12000,86,1.18,2002
38000,63,1.08,2002
45000,88,1.26,2002
470000,50,1.32,2002
24000,60,1.29,2002
220000,93,1.14,2002
50000,52,1.13,2002
7000,136,1.11,2002
1.00E+05,57,1.37,2002
9000,80,1.47,2002
8000,62,1.19,2002
33000,70,1.43,2002
17000,52,1.5,2002
5000,54,1.63,2002
35000,124,1.16,2002
11000,41,1.21,2002
3000,46,1.96,2002
72000,77,1.4,2002
117000,73,1.47,2002
18000,78,1.23,2002
18000,50,1.42,2002
134000,63,1.38,2002
43000,75,1.49,2002
9000,62,2.67,2002
11000,40,1,2002
11000,44,1.1,2002
60000,98,1.25,2002
16000,42,1.41,2002
320000,75,1.46,2002
18000,70,1.44,2002
3000,53,1.63,2002
43000,49,1.35,2002
29000,57,1.34,2002
5000,94,1.25,2002
225000,51,1.42,2002
8000,61,1.4,2002
114000,67,1.14,2002
22000,59,1.3,2002
7000,89,1.2,2002
8000,38,1.9,2002
50000,51,1.27,2002
9000,51,1.32,2002
70000,95,1.34,2002
38000,63,1.33,2002
13000,82,1.24,2003
35000,72,1.34,2003
40000,75,1.26,2003
480000,67,1.39,2003
24000,86,1.4,2003
210000,71,1.32,2003
52000,65,1.28,2003
7000,114,1.45,2003
1.00E+05,46,1.33,2003
7000,60,1.83,2003
5000,56,1.66,2003
32000,59,1.42,2003
16000,57,1.41,2003
5000,48,1.67,2003
34000,90,1.24,2003
8000,33,1.41,2003
2000,42,1.93,2003
65000,74,1.41,2003
120000,83,1.44,2003
21000,69,1.29,2003
17000,53,1.41,2003
145000,66,1.44,2003
45000,74,1.38,2003
6000,64,2.04,2003
10000,19,1.6,2003
6000,41,1.2,2003
67000,72,1.36,2003
10000,44,1.92,2003
340000,87,1.36,2003
15000,50,1.4,2003
3000,47,1.84,2003
42000,51,1.27,2003
